Title,date
"<p>-- Rivigo (Gurgaon, India), logistics firm: <a href=""https://www.vccircle.com/exclusive-rivigo-raises-series-d-funding-at-over-900-mn-valuation/"">$900M</a> D led by SAIF, participation from Warburg Pincus, et al.</p>",2018-01-14
"<p>-- Pagoda (China), fruit store chain: <a href=""http://www.avcj.com/avcj/news/3008192/chinese-fruit-store-chain-raises-usd230m-series-b?utm_source=dlvr.it&amp;utm_medium=twitter"">$230M</a> B from CICC, Co-stone, Source Code, Yuexius, et al.</p>",2018-01-14
"<p>-- WeWork India (Bengaluru, India), co-working spaces: <a href=""https://www.vccircle.com/embassy-group-infusing-15-6-mn-into-wework-india/?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=Embassy%20Group%20infusing%20%2415.6%20mn%20into%20WeWork%20India"">$15.6M</a> from Embassy Group.</p>",2018-01-14
"<p>-- <a href=""http://www.helloiamelliot.com/"">Elliot</a> (San Francisco, CA), online/offline sales platform for global retail brands: <a href=""http://www.finsmes.com/2018/01/elliot-raises-3m-in-funding.html"">$3M</a> from Bowery Capital, Susa Ventures. Acceleprise, Bam, Flexport, SV Angel.</p>",2018-01-14
"<p>-- <a href=""http://www.helloteam.com/"">HelloTeam</a> (Boston, MA), employment engagement and talent management platform: <a href=""http://www.finsmes.com/2018/01/helloteam-raises-2-7m-in-funding.html"">$2.7M</a> from Bain, Osage, VT Technology, et al.</p>",2018-01-14
"<p>-- <a href=""http://unreel.me/"">Unreel.me</a> (Santa Monica, CA), OTT distribution video player apps and sites for publishers: <a href=""http://www.finsmes.com/2018/01/unreel-me-raises-1-5m-in-pre-series-a-financing.html"">$1.5M</a> A led by Michael Kelly, participation from Digital Ignition, Vineyard Point, Poise, et al.</p>",2018-01-14
<p><strong>--Agtech--</strong></p>,2018-01-14
"<p>-- Meicai (Beijing, China), platform for farmers to sell vegetables directly to restaurants: <a href=""https://www.dealstreetasia.com/stories/china-veggie-app-said-raise-funds-2-8-billion-value-90116/"">$450M</a> from Tiger, China Media. Investment made at $2.8B valuation.</p>",2018-01-14
<p><strong>--Biotech/Health--</strong></p>,2018-01-14
"<p>-- <a href=""http://www.braeburnpharmaceuticals.com/"">Braeburn</a> (Princeton, NJ), solutions for opioid abuse: <a href=""http://www.finsmes.com/2018/01/braeburn-pharmaceuticals-completes-110m-mezzanine-round-of-financing.html"">$110M</a> led by Wellington Capital Management, participation from Avista, RA, New Leaf, Deerfield, Rock Springs, Apple Tree.</p>",2018-01-14
"<p>-- <a href=""http://stimwave.com/mobile/"">Stimwave</a> (Pompano Beach, FL), neuromodulation device for treating chronic pain: <a href=""https://www.massdevice.com/stimwave-raises-50m-consumer-launch-chronic-pain-neuromod-device/"">$50M</a> from undisclosed sources.</p>",2018-01-14
"<p>-- Kintor (China), anti-androgen receptors medication, and other therapies: <a href=""https://www.chinamoneynetwork.com/2018/01/12/dealshot-green-pine-capital-leads-44m-round-chinese-pharmaceutical-research-firm-kintor-pharma"">$44M</a> led by Shenzhen Green Pine, participation from Oriza, HighLight, CCB, Broad Resources, Orient.</p>",2018-01-14
"<p>-- <a href=""http://goevive.com/"">Evive</a> (Chicago, IL), enterprise health benefits platform: <a href=""http://www.finsmes.com/2018/01/evive-raises-43m-in-funding.html"">$43M</a> from Susquehanna Growth.</p>",2018-01-14
"<p>-- <a href=""http://smithrx.com/"">SmithRx</a> (San Francisco, CA), pharmacy customer experience platform: <a href=""http://www.finsmes.com/2018/01/smithrx-raises-9m-in-series-a-funding.html"">$9M</a> A led by Founders Fund, participation from Blumberg, NextGen, Box Group.</p>",2018-01-14
"<p>-- <a href=""http://www.forestdevices.com/"">Forest Devices</a> (Pittsburgh, PA), stroke screening technology: <a href=""http://www.forestdevices.com/2018/01/forest-devices-announces-2-3-million-seed-round/"">$2.3M</a> Seed led by GOOSE angels, participation from IW, et al.</p>",2018-01-14
"<p>-- <a href=""http://ovation.io/"">Ovation.io</a> (Cambridge, MA), clinical laboratory information and commercialization platform: <a href=""http://www.finsmes.com/2018/01/ovation-io-closes-expanded-1-85m-financing-round.html"">$1.85M</a> led by StageDotO, Longfellow Ventures.</p>",2018-01-14
<p><strong>--Fintech--</strong></p>,2018-01-14
"<p>-- <a href=""https://cadre.com/"">Cadre</a> (New York, NY), platform for institutional real estate investments: <a href=""http://www.finsmes.com/2018/01/cadre-closes-250m-investment-from-goldman-sachs.html"">$250M</a> from Goldman Sachs.</p>",2018-01-14
<p><strong>--Consumer Internet--</strong></p>,2018-01-14
"<p>-- Hupu (China), online sports information, retail and social platform: <a href=""https://www.chinamoneynetwork.com/2018/01/12/dealshot-green-pine-capital-leads-44m-round-chinese-pharmaceutical-research-firm-kintor-pharma"">$95M</a> E from CICC.</p>",2018-01-14
"<p>-- <a href=""https://www.chronext.com/"">Chronext</a> (London, UK), online P2P luxury watch trading and services platform: <a href=""http://www.finsmes.com/2018/01/chronext-raises-34m-in-funding.html"">$34M</a> from Endeit, Tengelmann.</p>",2018-01-14
"<p>-- <a href=""https://voyage.auto/"">Voyage</a> (US), autonomous car ride-sharing service: <a href=""http://www.finsmes.com/2018/01/voyage-raises-3m-in-funding-from-inmotion-ventures.html"">$3M</a> from InMotion, Khosla, SV Angel, Initialized, Amino, Charles River. Will begin testing in CA in 2018.</p>",2018-01-14
"<p>-- <a href=""http://outsidefinancial.com/"">Outside</a> Financial (Richmond, VA), online platform to explain auto purchasing and financing: <a href=""http://www.finsmes.com/2018/01/outside-financial-raises-1-5m-in-funding.html"">$1.5M</a> Seed led by Seven Turns.</p>",2018-01-14
<p><strong>--Robotics--</strong></p>,2018-01-14
"<p>-- <a href=""https://www.minutekey.com/"">minuteKEY</a> (New York, NY), self-service key duplication kiosks: <a href=""http://www.finsmes.com/2018/01/minutekey-closes-83m-funding.html"">$83M</a> from undisclosed sources.</p>",2018-01-14
"<p>-- <a href=""http://www.diligentrobots.com/"">Diligent Robotics</a> (Austin, TX), autonomous hospital service robot for logistics tasks: <a href=""http://www.finsmes.com/2018/01/diligent-robotics-raises-2-1m-in-seed-funding.html"">$2.1M</a> Seed led by True Ventures, participation from Pathbreaker, Boom, Next Coast. To launch pilot program in 2018.</p>",2018-01-14
<p><strong>--Foodtech--</strong></p>,2018-01-14
"<p>-- Manna Foods (Chennai, India), health foods: <a href=""https://www.dealstreetasia.com/stories/india-morgan-stanley-fund-puts-in-24m-in-health-foods-brand-manna-foods-90092/?utm_content=buffer27a29&amp;utm_medium=social&amp;utm_source=twitter.com&amp;utm_campaign=buffer"">$23.8M</a> from Morgan Stanley.</p>",2018-01-14
<p><strong>--Cleantech--</strong></p>,2018-01-14
"<p>-- <a href=""http://www.solaria.com/"">Solaria</a> (Fremont, CA), solar module technologies: <a href=""https://www.greentechmedia.com/industry/read/solaria-raises-23-million-in-funding-to-expand-manufacturing-of-its-breakth#gs.M2iJ8is"">$23M</a> from Presidio, Kline Hill, Structural.</p>",2018-01-14
<p><strong>--AI/Machine Learning--</strong></p>,2018-01-14
"<p>-- <a href=""https://unbabel.com/"">Unbabel</a> (Lisbon, Portugal), scalable natural language processing and neural machine translation APIs: <a href=""http://www.finsmes.com/2018/01/unbabel-raises-23m-in-funding.html"">$23M</a> from Caixa, Funders Club, Scale, Notion, Microsoft, Salesforce, Samsung NEXT. Graduated YC'14 Winter Batch.</p>",2018-01-14
<p><strong>--Edtech--</strong></p>,2018-01-14
"<p>-- <a href=""https://ellevationeducation.com/"">Ellevation</a> (Boston, MA), english language learning platform: <a href=""https://venturefizz.com/deals/ellevation-raises-over-10m-series-b-funding"">$10M</a> B led by Reach Capital, participation from Chan Zuckerberg, Omidyar, et al.</p>",2018-01-14
"<p>-- <a href=""https://www.thinkful.com/"">Thinkful</a> (New York, NY), online mentor-based code learning platform: <a href=""http://www.finsmes.com/2018/01/thinkful-raises-9-6m-in-series-a-funding.html"">$9.6M</a> A led by Owl Ventures, participation from Tribeca.</p>",2018-01-14
<p><strong>--Industrial--</strong></p>,2018-01-14
"<p>-- MLog Tianqijia (China), commercial weather service platform: <a href=""https://www.chinamoneynetwork.com/2018/01/12/dealshot-green-pine-capital-leads-44m-round-chinese-pharmaceutical-research-firm-kintor-pharma"">$18M</a> B led by Dongfang Hongdao Capital, Lan Fund, participation from PICC, Zhencheng, Weiran.</p>",2018-01-14
<p><strong>--Cybersecurity--</strong></p>,2018-01-14
"<p>-- <a href=""http://www.nozominetworks.com/"">Nozomi</a> (San Francisco, CA), cybersecurity and operational visibility for industrial control systems: <a href=""http://www.finsmes.com/2018/01/nozomi-networks-secures-15m-in-series-b-funding.html"">$15M</a> B led by Invenergy Future Fund, participation from THI, GGV, Luxm, Planven.</p>",2018-01-14
"<p>-- <a href=""https://www.cryptomove.com/"">CryptoMove</a> (Walnut Creek, CA), decentralized datastore for data protection: <a href=""http://www.finsmes.com/2018/01/cryptomove-raises-6m-in-series-a-funding.html"">$6M</a> A led by Social Capital.</p>",2018-01-14
<p><strong>--Gaming--</strong></p>,2018-01-14
"<p>-- G:loot (Sweden), esports platform: <a href=""http://www.pocketgamer.biz/news/67316/gloot-picks-up-10-million-investment/"">$12M</a> from Swedbank Robur, et al.</p>",2018-01-14
<p><strong>--Dev--</strong></p>,2018-01-14
"<p>-- <a href=""https://app.fritz.ai/early-access"">Fritz</a> (Boston, MA), platform enabling machine learning algorithms on mobile apps: <a href=""http://www.finsmes.com/2018/01/fritz-raises-2m-in-seed-funding.html"">$2M</a> Seed led by Eniac Ventures, participation from Uncork, Hack VC.</p>",2018-01-14
"<p dir=""ltr""><strong>--Biotech/Health--</strong></p>",2017-12-17
"<p dir=""ltr"">-- <a href=""http://www.ginkgobioworks.com/"">Ginkgo Bioworks</a> (Boston, MA), DNA design and printing: <a href=""http://www.finsmes.com/2017/12/ginkgo-bioworks-raises-275m-in-series-d-funding-to-support-the-launch-of-new-organism-foundry.html"">$275M</a> D from Viking Global, Y Combinator’s Continuity Fund, Cascade, General Atlantic.</p>",2017-12-17
"<p dir=""ltr"">-- <a href=""http://www.insightec.com/"">Insightec</a> (Haifa, Israel), surgery with MRI-guided focused ultrasound: <a href=""http://www.finsmes.com/2017/12/insightec-raises-150m-in-series-e-funding.html"">$150M</a> E (Pre-IPO) led by Koch Disruptive Technologies, participation from Elbit Imaging, York, Focus Holdings, GE Healthcare, GEOC, Meditech.</p>",2017-12-17
"<p dir=""ltr"">-- <a href=""https://relaytx.com/"">Relay</a> (Cambridge, MA), medicines based on protein motion: <a href=""http://www.finsmes.com/2017/12/relay-therapeutics-completes-63m-series-b-financing.html"">$63M</a> B led by BVF Partners, participation from GV, Casdin, EcoR1, Section 32, Third Rock, Alexandria.</p>",2017-12-17
"<p dir=""ltr"">-- <a href=""https://www.jnanatx.com/"">Jnana</a> (Boston, MA), drug development targeting the solute carrier family of transporters: <a href=""http://www.finsmes.com/2017/12/jnana-therapeutics-raises-50m-in-series-a-financing.html"">$50M</a> A from Polaris, Avalon, Versant, AbbVie, Pfizer R&amp;D.</p>",2017-12-17
"<p dir=""ltr"">-- Aerin Medical, non-invasive treatment platform for nasal breathing disorders: <a href=""http://www.finsmes.com/2017/12/aerin-medical-closes-15m-venture-loan-facility.html"">$15M</a> Loan Facility from Horizon Technology.</p>",2017-12-17
"<p dir=""ltr"">-- <a href=""http://www.biosceptre.com/"">Biosceptre</a> (Cambridge, UK), cancer treatments targeting nfP2X7: <a href=""http://www.finsmes.com/2017/12/biosceptre-receives-over-8m-in-series-a-funding.html"">$10.66M</a> A from Bluesky Partnership.</p>",2017-12-17
"<p dir=""ltr"">-- <a href=""http://www.cloverbiopharma.com/"">Clover</a> (Chengdu, China), biologic therapies: <a href=""http://www.finsmes.com/2017/12/clover-biopharmaceuticals-completes-us9-5m-in-series-a-financing.html"">$9.5M</a> A led by Tianhe Life Sciences Venture Fund.</p>",2017-12-17
"<p dir=""ltr"">-- <a href=""http://www.baylabs.io/"">Bay Labs</a> (San Francisco, CA), AI-based cardiovascular imaging: <a href=""http://www.finsmes.com/2017/12/bay-labs-completes-5-5m-series-a-financing.html"">$5.5M</a> A led by Khosla Ventures, participation from Data Collective, Greenbox, Minneapolis Heart Institute, Georges Harik.</p>",2017-12-17
"<p dir=""ltr"">-- <a href=""http://www.curisium.com/"">Curisium</a> (Manhattan Beach, CA), blockchain-based healthcare contracting platform: <a href=""http://www.finsmes.com/2017/12/curisium-raises-3-5m-in-seed-funding.html"">$3.5M</a> Seed from Flare, NEA, Shuttle Fund, Sanofi, Green Bay.</p>",2017-12-17
"<p dir=""ltr"">-- <a href=""http://www.elemenohealth.com/"">Elemeno Health</a> (Oakland, CA), virtual coach for frontline medical workers: <a href=""http://www.finsmes.com/2017/12/elemeno-health-closes-1-3m-in-seed-funding.html"">$1.3M</a> Seed led by Launchpad Digital Health.</p>",2017-12-17
"<p dir=""ltr""><strong>--Consumer Internet--</strong></p>",2017-12-17
"<p dir=""ltr"">-- <a href=""https://splice.com/"">Splice</a> (New York, NY), platform to connect musicians with each other and production tools, other creative assets: <a href=""http://www.finsmes.com/2017/12/splice-raises-35m-in-series-b-funding.html"">$35M</a> B led by DFJ Growth, participation from True, Union Square, Flybridge. CEO and co-founder <a href=""https://www.linkedin.com/in/stevemartocci/"">Steve Martocci</a> is an investor in TransferWise, in addition to having founded both Blade and GroupMe.</p>",2017-12-17
"<p dir=""ltr"">-- Xiaoxiaobaomama (China), media platform focused on maternal/infant products: <a href=""https://www.chinamoneynetwork.com/2017/12/15/dealshot-new-oriental-joins-21m-round-chinese-parenting-content-platform-xiaoxiaobaomama"">$21M</a> A from New Oriental Education &amp; Technology Group, Lafang China.</p>",2017-12-17
"<p dir=""ltr"">-- <a href=""http://cm.com"">CM.com</a> (Netherlands), messaging/payments/security products for mobile: <a href=""http://tech.eu/brief/cm-com-european-investment-bank/?utm_content=buffer8f002&amp;utm_medium=social&amp;utm_source=twitter.com&amp;utm_campaign=buffer"">$11.75M</a> Loan Facility from European Investment Bank.</p>",2017-12-17
"<p dir=""ltr"">-- <a href=""https://www.spotlite.me/"">Spotlite</a> (China), direct-to-fan music platform: <a href=""https://techcrunch.com/2017/12/15/live-streaming-app-spotlite-raises-10-million-from-sequoia-capital-to-help-singers-make-money/"">$10M</a> from Sequoia Capital China, BlueRun Ventures.</p>",2017-12-17
"<p dir=""ltr"">-- <a href=""https://www.descript.com/"">Descript</a> (San Francisco, CA), tool suite for creators of voice audio content: <a href=""http://www.finsmes.com/2017/12/descript-raises-5m-in-seed-funding.html"">$5M</a> Seed from Andreessen Horowitz. Was launched as a spin-off of Detour. CEO <a href=""https://www.linkedin.com/in/andrewmason/"">Andrew Mason</a> founded and led Groupon, in addition to being a part time YC partner.</p>",2017-12-17
"<p dir=""ltr""><strong>--AI/Machine Learning--</strong></p>",2017-12-17
"<p dir=""ltr"">-- ThinkForce (Shanghai, China), semiconductor producer for AI chips: <a href=""https://www.chinamoneynetwork.com/2017/12/15/dealshot-new-oriental-joins-21m-round-chinese-parenting-content-platform-xiaoxiaobaomama"">$68M</a> A from Yitu Technology, Yunfeng, Hillhouse, Sequoia.</p>",2017-12-17
"<p dir=""ltr""><strong>--Adtech/Martech--</strong></p>",2017-12-17
"<p dir=""ltr"">-- <a href=""http://www.leadspace.com/"">Leadspace</a> (San Francisco, CA), platform for B2B companies to mine sales/marketing data from potential customers: <a href=""http://www.finsmes.com/2017/12/leadspace-raises-21m-in-series-c-funding.html"">$21M</a> C led by Arrowroot Capital, participation from Jerusalem Venture Partners.</p>",2017-12-17
"<p dir=""ltr"">-- <a href=""https://followanalytics.com/"">FollowAnalytics</a> (San Francisco, CA), AI-based mobile-focused marketing platform for apps: <a href=""http://www.finsmes.com/2017/12/followanalytics-raises-11m-in-series-b-financing.html"">$11M</a> B from Orange Digital, Aspect, Zetta, Sapphire, Cathay Innovation, La Maison, Salesforce.</p>",2017-12-17
"<p dir=""ltr""><strong>--Enterprise--</strong></p>",2017-12-17
"<p dir=""ltr"">-- <a href=""http://www.trybaker.com/"">Baker</a> (Denver, CO), marijuana dispensary automation/customer engagement platform: <a href=""http://www.finsmes.com/2017/12/baker-secures-8m-in-series-a-funding.html"">$8M</a> A led by Poseidon Asset Management, participation from Panther Opportunity, Phyto, et al.</p>",2017-12-17
"<p dir=""ltr""><strong>--Industrial--</strong></p>",2017-12-17
"<p dir=""ltr"">-- <a href=""http://tempoquest.com/"">Temp Quest</a> (Boulder, CO), regional weather forecasting expedition technology: <a href=""http://www.finsmes.com/2017/12/tempo-quest-closes-2-5m-seed-financing-round.html"">$2.5M</a> Seed led by SCubed Capital, participation from Bob Pavey, Harvey Jones.</p>",2017-12-17
